ticket_id,date,customer_id,product,description,status,true_criticality,true_category
252376,2025-03-19 15:06:56,f27ee2d6-c4dc-4c92-95c7-f7f5aedfe101,ATM Services,Extremely slow loading times for all screens,New,Medium,App Performance
7227,2025-03-15 21:22:56,2722758c-697d-4f61-ba5d-28f1eae9a78c,Account Management System,Charts and graphs not displaying correctly in investment dashboard. Way guy speech.,New,Low,App Performance
561768,2025-03-15 03:10:56,46f137cf-8132-497b-b517-db717ec7eac0,Mobile Banking App,Concerned about the security of my banking data,New,Medium,Security Concern
869917,2025-03-11 10:01:56,cfee7927-e3cd-48d5-86fd-5814f26a4b4b,Account Management System,Recent transactions not showing up in activity feed. Program rich debate catch fear stuff.,In Progress,Medium,Data Discrepancy
575104,2025-02-27 13:23:56,e92f2dc0-2441-4bcc-aa37-6acbfe098a04,Account Management System,Statement shows transactions I didn't make. Piece foot wonder all scientist send new.,New,Medium,Data Discrepancy
236387,2025-03-25 05:36:56,8b326e14-2d54-48cd-a43d-27e29641405f,Loan Application System,Not receiving security alerts for login attempts,New,Low,Security Concern
544062,2025-03-03 03:32:56,4658bd0e-7745-48f7-bf68-045cfef8606c,Web Portal,International transfer showing incorrect exchange rate,Resolved,Medium,Transaction Error
321643,2025-03-07 16:04:56,ede6e5de-cba6-4c86-bc4f-10055886a672,Loan Application System,Would like to receive push notifications for large transactions. Interest job I rather show similar.,In Progress,Medium,Feature Request
316811,2025-03-07 14:58:56,5aaef677-492c-40c2-a8ad-ab122dd0c8db,Mobile Banking App,Unable to view my account balance and transactions,New,Low,Account Access
445250,2025-03-04 21:45:56,51dfca0b-f5ae-42ee-a50d-ed311a097b97,Mobile Banking App,Extremely slow loading times for all screens,New,Medium,App Performance
956970,2025-03-22 11:46:56,270fe68f-b8c3-4fca-940a-61bf4be2400d,ATM Services,Would like to receive push notifications for large transactions. Identify foot final attorney hear have.,New,Medium,Feature Request
80469,2025-03-01 09:24:56,4ec0403a-cc45-49b6-abcc-d38ddef95608,Investment Dashboard,Account locked after multiple login attempts. Industry history crime price during out.,New,High,Account Access
742870,2025-03-14 22:38:56,f0685396-15db-4953-90fc-8c8f967af89a,Loan Application System,Scheduled payment not executed on time. Mission your easy usually must fire understand.,New,Medium,Transaction Error
537118,2025-02-27 05:15:56,eebafd16-a330-4fc8-905d-20dcf6d309b7,Credit Card Portal,Balance shown in app doesn't match my actual account balance,New,High,Data Discrepancy
448642,2025-03-03 13:58:56,c609e37f-381f-4970-82b3-59965f23850c,Bill Payment Service,Credit score displayed is different from what other services show. At strong so today.,New,High,Data Discrepancy
960665,2025-03-11 07:47:56,8a8236f9-8b87-477c-ad77-bcecfa778d4a,Account Management System,Received suspicious email claiming to be from the bank. Nation water appear forward.,In Progress,Low,Security Concern
741482,2025-03-12 08:40:56,9e78ceb2-e1be-40a6-bb5c-609f36e785ac,ATM Services,Payment failed but money was deducted from my account,New,High,Transaction Error
118063,2025-03-14 06:10:56,8bd6521e-1d08-499a-afc1-e243a8e04d65,Loan Application System,Getting 'Invalid username or password' despite using correct details,New,High,Login Failure
708623,2025-03-25 05:14:56,1ba86d5f-9a3d-4296-852d-abe0f10c6d9c,Web Portal,Cannot upload documents for loan application. Public senior itself win guy.,In Progress,Low,App Performance
964609,2025-03-01 09:19:56,3fcb15d7-a1bc-4b76-b7c5-06dab394a528,Bill Payment Service,Not receiving security alerts for login attempts. Every every baby system school as officer.,New,Medium,Security Concern
757532,2025-03-23 13:12:56,d4d47f1b-7c05-4889-9821-93bc9f0e24db,Bill Payment Service,Getting 'Invalid username or password' despite using correct details. Impact reduce toward either green.,New,Medium,Login Failure
793546,2025-03-08 07:02:56,4601b462-726d-4511-8791-b3af7657e8f6,Bill Payment Service,Not receiving security alerts for login attempts,New,Low,Security Concern
403322,2025-03-24 01:05:56,e07cbbce-65ae-4430-9173-0f8d5f2a998b,Mobile Banking App,Biometric login not working on my device,New,Medium,Login Failure
961827,2025-03-21 18:12:56,35013e1c-401a-4fb1-93c1-5ed00075daa9,Investment Dashboard,App freezes during fund transfers,In Progress,Medium,App Performance
795464,2025-03-09 10:04:56,ca048152-d4de-4f1c-8728-589509a7b00b,Bill Payment Service,App crashes when trying to view transaction history. Cover wife high.,New,High,App Performance
257171,2025-03-22 12:39:56,fa5df9a2-51d4-40a7-a557-a25289bc9eec,Web Portal,Cannot reset password through the forgot password option,New,Low,Account Access
114571,2025-03-15 02:56:56,279cd12b-930a-4a92-8334-5829e3147d64,Account Management System,Charts and graphs not displaying correctly in investment dashboard,New,Low,App Performance
726028,2025-03-05 12:41:56,98a9ad3f-3175-4a20-86c0-decb4cd903d1,Mobile Banking App,Transfer to external account stuck in 'processing' for 2 days,New,Medium,Transaction Error
582908,2025-02-28 17:34:56,33bd2856-5c93-4987-b5d6-e317b2abb43f,ATM Services,Recent transactions not showing up in activity feed,Resolved,Low,Data Discrepancy
366143,2025-03-17 11:09:56,abe34036-62e4-4e73-9add-d053cc8192c6,ATM Services,Account locked after multiple login attempts. Arrive opportunity expect life popular.,New,Low,Account Access
485178,2025-02-25 09:25:56,68a3f374-f88e-4c9a-be3a-3853ebb49da2,Mobile Banking App,Session keeps timing out too quickly while using the service. Ok recognize miss nothing cup realize.,New,Medium,Account Access
256465,2025-03-06 15:43:56,0c8bf9bc-6fc3-41f6-b36b-75b4da9b75d6,Loan Application System,Request for biometric authentication for web portal,In Progress,Low,Feature Request
836748,2025-03-01 12:36:56,e27cc9f0-a08b-46ad-9cfe-c7e6e56a1296,Web Portal,Noticed login attempt from unknown location,New,Medium,Security Concern
706211,2025-02-25 16:46:56,728f698b-c1d2-46db-afbb-6fd20695d091,Loan Application System,Cannot reset password through the forgot password option,In Progress,Low,Account Access
982790,2025-03-14 15:31:56,0736062f-31ae-4721-a4e9-1ce78a73bd44,Bill Payment Service,Biometric login not working on my device,New,Medium,Login Failure
273676,2025-03-08 06:31:56,38faf6e3-34b4-40f0-afb5-43ad82217a61,Web Portal,Charts and graphs not displaying correctly in investment dashboard,New,Low,App Performance
809367,2025-03-10 15:30:56,b3a09be4-ff76-4463-9092-141709f046c5,Credit Card Portal,Account locked after multiple login attempts,New,High,Account Access
305991,2025-03-01 02:01:56,e63e8985-0bdb-4f73-9a6f-a2d4ed3d4201,ATM Services,Statement shows transactions I didn't make. Price husband government price.,New,Low,Data Discrepancy
310591,2025-03-21 04:47:56,01897af8-7e44-4237-8955-601583665ebe,Investment Dashboard,Recent transactions not showing up in activity feed,New,Medium,Data Discrepancy
533159,2025-03-20 23:37:56,50faa873-6bf9-463b-a455-53feaccbc25a,ATM Services,Extremely slow loading times for all screens. Style who toward stage number though.,New,Medium,App Performance
481207,2025-03-15 17:36:56,06b4a5a6-b692-4129-94da-8e03fb4c20ad,ATM Services,Getting 'Invalid username or password' despite using correct details,In Progress,Low,Login Failure
937025,2025-03-16 12:06:56,da4370fb-14d9-44be-ab58-14268b4a1b4b,Investment Dashboard,Extremely slow loading times for all screens,New,High,App Performance
614509,2025-03-27 05:39:56,08ad9a14-90e0-4b31-b22f-a13c975a21ac,Account Management System,Transfer to external account stuck in 'processing' for 2 days,New,Medium,Transaction Error
571514,2025-03-24 19:29:56,7a1711dc-dd21-4da9-b319-80c615cc92fb,Investment Dashboard,Need dark mode for the mobile app,New,High,Feature Request
319379,2025-03-26 03:04:56,e991d3b4-7250-4721-88eb-f2ad66a6f05a,Credit Card Portal,Need to report potential phishing attempt targeting bank customers,Resolved,Low,Security Concern
915342,2025-03-01 08:25:56,844e36d7-cdc6-43d0-8cc4-265d13dc8ea5,ATM Services,Session keeps timing out too quickly while using the service,In Progress,High,Account Access
156753,2025-03-04 18:59:56,55a607cc-92e7-4de6-a0dd-cf9035be2eca,Credit Card Portal,Need to report potential phishing attempt targeting bank customers,In Progress,Low,Security Concern
174669,2025-03-14 16:50:56,44f026e6-1fc9-4413-a5cc-6c2df1aec64c,Loan Application System,Suggestion to add spending analytics feature,New,Medium,Feature Request
708421,2025-03-26 08:58:56,ef04411b-509f-4aaf-956c-6cbee807c3b5,Loan Application System,Authentication fails every time I try to access my account,In Progress,Low,Login Failure
697115,2025-03-04 04:22:56,9b62e232-3c5a-4900-9a52-28f102f66a2d,Investment Dashboard,Statement shows transactions I didn't make,New,Low,Data Discrepancy
440282,2025-02-26 23:41:56,19f9cf88-7bdd-4775-9c2d-147caf1e4ab3,Loan Application System,Two-factor authentication not sending verification code,New,Medium,Login Failure
335148,2025-03-22 16:39:56,6eadc526-63cf-48c1-afd8-3a0590943d95,Bill Payment Service,Received suspicious email claiming to be from the bank. Soldier like whole month in.,New,Low,Security Concern
991163,2025-03-03 06:43:56,f990da90-e22d-4cb0-bce3-e710001b916b,Loan Application System,Duplicate transaction showing in my account history,New,Medium,Transaction Error
636262,2025-03-03 12:35:56,bb694002-860d-41d4-8cd2-d0588c6938d1,Bill Payment Service,Concerned about the security of my banking data,New,Low,Security Concern
243557,2025-03-17 12:19:56,2539670a-c1b0-44e7-b956-9c09745e7545,ATM Services,Concerned about the security of my banking data. Grow clear better much story member pass.,In Progress,Low,Security Concern
493320,2025-03-13 15:46:56,fceaadd2-e92d-42f6-b7aa-8ce158a677fa,Account Management System,Scheduled payment not executed on time,Resolved,High,Transaction Error
72015,2025-03-26 09:27:56,7f40be3e-0137-4c12-a9e1-076a6649c02f,ATM Services,Would like an option to categorize transactions automatically,New,Low,Feature Request
236059,2025-02-26 12:01:56,e74a5581-8d7d-4984-9476-2e76f83dcf78,Loan Application System,Authentication fails every time I try to access my account,New,Medium,Login Failure
314851,2025-03-19 12:41:56,de6632c5-6b52-4c41-ac54-5021b13921d3,Account Management System,Not receiving security alerts for login attempts,New,Medium,Security Concern
378056,2025-03-17 15:14:56,18c506e3-f591-4a8f-89ad-fec047dff978,Credit Card Portal,Payment failed but money was deducted from my account,New,High,Transaction Error
709392,2025-03-08 03:23:56,947a1cef-7818-4225-8e9e-ccee7edbaa15,ATM Services,Biometric login not working on my device,New,High,Login Failure
532994,2025-03-25 07:15:56,8e1e91ef-8576-444f-a01c-7bf0df4d5c12,Bill Payment Service,Received suspicious email claiming to be from the bank,Resolved,Low,Security Concern
990445,2025-02-27 18:26:56,22d9b28c-a28f-4728-9c58-d540b886ac49,Credit Card Portal,Unable to view my account balance and transactions. Newspaper miss behind campaign certain style.,New,High,Account Access
247906,2025-02-28 11:17:56,9092d4e2-a61e-400d-a828-6409982dd6c4,Loan Application System,Balance shown in app doesn't match my actual account balance. President wife me pattern figure.,New,Medium,Data Discrepancy
715233,2025-03-16 11:19:56,8b847c49-8787-42f7-9b28-3f4ee6fbf930,ATM Services,App freezes during fund transfers,In Progress,Medium,App Performance
61029,2025-03-06 21:50:56,92b690ee-286d-4877-a6ab-d89fd8505f27,ATM Services,Suggestion to add spending analytics feature,Resolved,Low,Feature Request
157643,2025-03-06 22:51:56,ae888c04-aa09-4f32-9d08-5248ce290f70,Account Management System,Payment failed but money was deducted from my account. Interview among mind meet.,In Progress,High,Transaction Error
974304,2025-03-03 07:57:56,ce44525f-d3ea-4f81-a132-7e26dce0c3da,Credit Card Portal,Authentication fails every time I try to access my account,New,High,Login Failure
290833,2025-03-11 05:39:56,1d345a4e-61e3-4fd8-bfe2-f941463c9b06,Investment Dashboard,Getting 'Invalid username or password' despite using correct details. Success eight party less.,New,Medium,Login Failure
626639,2025-03-18 20:14:56,f814e102-6b4d-4130-92ca-6dfccdd84242,Investment Dashboard,Cannot upload documents for loan application,New,Medium,App Performance
479722,2025-03-06 14:02:56,091e615c-e7bd-4cc3-a878-d27a96053b98,Mobile Banking App,Concerned about the security of my banking data,New,Low,Security Concern
821322,2025-03-22 00:49:56,fc6ea97b-4a0d-4c12-8382-62f12a5510e0,Mobile Banking App,Cannot reset password through the forgot password option,Resolved,Medium,Account Access
609466,2025-03-27 10:25:56,d395f5b8-30f4-435a-ae4f-b9ed65cfc21a,Account Management System,Not receiving security alerts for login attempts. Subject identify authority dream ahead service data evening.,New,Low,Security Concern
743838,2025-03-13 03:27:56,d996a7f4-f535-4bc3-b6a1-973d95628a33,Web Portal,Payment failed but money was deducted from my account,Resolved,High,Transaction Error
173752,2025-03-12 12:29:56,900ede3d-e2d5-4475-bdef-2a85e60a56fe,Loan Application System,Incorrect interest calculation on my savings account,New,Medium,Data Discrepancy
164135,2025-03-27 09:22:56,9caa58b1-f871-4773-bdf5-06b140131c62,Bill Payment Service,Authentication fails every time I try to access my account,Resolved,Medium,Login Failure
170291,2025-03-02 03:08:56,b76df9a1-befc-4416-b754-1c3aac326cd4,Mobile Banking App,Getting 'Your account has been temporarily suspended' message,New,High,Account Access
601243,2025-03-07 08:20:56,ea70141b-a851-4f39-a546-d92f14b41241,Web Portal,Need to report potential phishing attempt targeting bank customers,In Progress,Low,Security Concern
621169,2025-03-02 07:42:56,81efb6da-49f8-4d7a-b87c-dda478551e1c,Credit Card Portal,Transfer to external account stuck in 'processing' for 2 days. Alone itself author.,In Progress,Low,Transaction Error
800843,2025-03-01 16:52:56,1fa346dc-28ed-44d7-9a63-9c5b511c1e67,Account Management System,Cannot reset password through the forgot password option,New,High,Account Access
913995,2025-03-15 08:57:56,dd558b66-316d-413a-bd03-9625447b87e1,Credit Card Portal,Would like to receive push notifications for large transactions,New,Low,Feature Request
84119,2025-03-01 16:23:56,f3859c85-7e93-4fc5-b006-e79c39e121c9,Loan Application System,Would like to receive push notifications for large transactions. Seem live all foot end discuss all.,Resolved,Low,Feature Request
56315,2025-03-01 23:29:56,adfef0fd-f47c-43a8-affb-3cc98a2d371c,Web Portal,Duplicate transaction showing in my account history,In Progress,Low,Transaction Error
917191,2025-03-16 06:18:56,7ae70962-6ce2-4095-9374-a8f3cb33a2f8,Account Management System,Recent transactions not showing up in activity feed,Resolved,Low,Data Discrepancy
413832,2025-03-18 20:57:56,bfa7ba82-8417-41cc-9319-dc5d82588b1d,Credit Card Portal,Duplicate transaction showing in my account history,New,Medium,Transaction Error
719907,2025-03-16 12:03:56,a62e5646-98a0-40ac-83f2-7041c2bc0377,Investment Dashboard,Unable to view my account balance and transactions,In Progress,Medium,Account Access
463572,2025-02-25 09:51:56,6616cb11-da29-4dc3-b0e0-16e605a61520,Loan Application System,Authentication fails every time I try to access my account,New,Low,Login Failure
604992,2025-03-01 09:59:56,bc78489e-e0fa-47a4-87ff-b3238d0983e4,Credit Card Portal,Need dark mode for the mobile app,In Progress,Low,Feature Request
683126,2025-03-21 15:30:56,b505e692-ba7f-4ce9-919e-f2ba939bafe6,Bill Payment Service,Incorrect interest calculation on my savings account,New,Medium,Data Discrepancy
902541,2025-02-25 21:19:56,92fed3c7-51da-4f7e-8b74-361de9e1ad13,Credit Card Portal,Suggestion to add spending analytics feature,In Progress,High,Feature Request
325772,2025-03-11 14:52:56,f6777dea-f10b-4f9f-9c7a-49eaf2392758,Credit Card Portal,Scheduled payment not executed on time,In Progress,Medium,Transaction Error
832293,2025-03-13 21:58:56,4a6c0939-1789-4909-a093-a585cfd73ad2,Bill Payment Service,Incorrect interest calculation on my savings account. Tax box western article free.,In Progress,Medium,Data Discrepancy
724780,2025-03-17 16:20:56,ddd2712a-a43c-4f44-810c-f6f4d10fc9ca,Investment Dashboard,Unable to view my account balance and transactions. Pull practice wait kitchen.,New,Low,Account Access
182214,2025-03-23 11:14:56,d9cd3591-5550-432c-9c65-e2b7dcc69697,Investment Dashboard,App crashes when trying to view transaction history. Right action interesting eight him Republican bring.,New,High,App Performance
94240,2025-03-27 04:47:56,f09db24f-91f6-4900-90c1-0068579d96c4,Bill Payment Service,Getting 'Invalid username or password' despite using correct details. Defense decide bad.,New,Low,Login Failure
934529,2025-03-26 05:48:56,899e8e0d-18ea-4a26-aef3-f7f5e003011e,Bill Payment Service,Suggestion to add spending analytics feature. What interesting respond central.,In Progress,High,Feature Request
779026,2025-03-06 00:01:56,14fdbf8a-42e1-4620-8e03-c4bee4b5851a,Mobile Banking App,Concerned about the security of my banking data,New,Medium,Security Concern
84392,2025-03-14 17:26:56,6ab3642a-54f0-41c4-bd8c-efcc62153e12,Account Management System,Need to report potential phishing attempt targeting bank customers. Either mother lead big.,In Progress,Medium,Security Concern
862322,2025-03-06 07:17:56,d686177a-f2fc-4414-a4be-a88fad62c4c8,Loan Application System,Not receiving security alerts for login attempts,New,Low,Security Concern
681620,2025-03-21 23:46:56,b7f846c5-cbb2-4d5b-bf2f-628ce354efaa,Bill Payment Service,Unable to log in to bill payment service with correct credentials,New,Low,Login Failure
439618,2025-03-20 11:44:56,2b4e4269-eac4-4647-ab33-16deffb4010f,Mobile Banking App,Need to report potential phishing attempt targeting bank customers,New,Low,Security Concern
426508,2025-03-04 14:44:56,65dfd99b-d8bc-4f22-a2e6-6f58b39277c0,Loan Application System,Credit score displayed is different from what other services show. First evidence leave operation in today.,In Progress,Medium,Data Discrepancy
404653,2025-03-26 08:42:56,67504916-b8e2-4445-8f1b-ab807f8b82fa,Bill Payment Service,Cannot upload documents for loan application,New,Medium,App Performance
852912,2025-03-02 11:39:56,93c4a711-f1a2-468a-92cc-8b3cd51f4636,Bill Payment Service,Not receiving security alerts for login attempts,New,Medium,Security Concern
258119,2025-03-09 18:27:56,681aa53a-01ec-4db8-ad28-96d50b46ca5e,Web Portal,Would like an option to categorize transactions automatically,In Progress,Medium,Feature Request
445028,2025-03-20 10:15:56,3fbce05b-7a2c-4074-81c6-9d28f34d5786,Investment Dashboard,Would like to receive push notifications for large transactions. Believe contain look because television tend think.,New,Low,Feature Request
893934,2025-02-27 02:04:56,df35db90-eb4f-4d07-b072-6d6e9f48b13e,Account Management System,App freezes during fund transfers,New,Medium,App Performance
461242,2025-03-25 14:14:56,6ae4248a-5f51-4b91-b9a2-e9cef3bf789b,Loan Application System,Unable to log in to loan application system with correct credentials. Whole pressure run through.,New,Low,Login Failure
625215,2025-03-25 06:52:56,b460f84b-b74e-43ff-9107-9ebdb9c50758,Credit Card Portal,Credit score displayed is different from what other services show. Former reason near rate do under.,New,Low,Data Discrepancy
832816,2025-02-24 20:15:56,cfb90a7f-a8cc-4480-b123-12c16545233a,Mobile Banking App,Concerned about the security of my banking data,New,Low,Security Concern
58184,2025-03-24 06:14:56,7e8fe6d4-b39b-4dc0-803c-f0079d303242,Investment Dashboard,Cannot reset password through the forgot password option,Resolved,Medium,Account Access
846374,2025-03-07 05:57:56,8e9da1c3-eca3-41b8-8bc8-aff007e85200,Account Management System,Unable to view my account balance and transactions,In Progress,Low,Account Access
489772,2025-02-27 15:41:56,ecac13a9-5f74-49c6-8748-c1098bbb6445,Web Portal,Cannot reset password through the forgot password option,New,Low,Account Access
848710,2025-03-16 21:51:56,1670b61b-96df-4dfa-bb72-a956350c0728,Bill Payment Service,Duplicate transaction showing in my account history,New,Low,Transaction Error
880356,2025-03-24 11:52:56,1c5c716a-c3b9-494b-aea2-de86f6c3e0b3,Loan Application System,Getting 'Invalid username or password' despite using correct details,New,Medium,Login Failure
331112,2025-03-15 17:03:56,db8c488c-2945-42fe-8f82-b4d6cbd1d060,Loan Application System,Request for biometric authentication for web portal,In Progress,High,Feature Request
15352,2025-03-14 13:14:56,1f737262-5e62-4cca-be30-a8c0c7ce5134,Web Portal,Session keeps timing out too quickly while using the service. Rule sign loss large weight political.,In Progress,High,Account Access
834497,2025-03-20 17:43:56,fd5c62f5-313f-46ce-aa20-0eddc3f132cf,ATM Services,Balance shown in app doesn't match my actual account balance,In Progress,Low,Data Discrepancy
285152,2025-03-17 09:27:56,5b466ec2-2737-41c5-b087-8259c8b51262,Loan Application System,Need to report potential phishing attempt targeting bank customers. Big create west building consumer thousand.,New,Low,Security Concern
431683,2025-03-08 20:43:56,23075eb2-1461-475a-83a3-8cb2362febcd,Bill Payment Service,Would like to receive push notifications for large transactions,New,Low,Feature Request
347291,2025-03-06 10:02:56,023b8443-28da-44a5-bb13-df1c066e2c5d,Account Management System,Request for biometric authentication for web portal,New,High,Feature Request
938178,2025-03-22 06:22:56,a5d0267c-d30d-43af-98e7-db6f89ee153c,Bill Payment Service,Transfer to external account stuck in 'processing' for 2 days,Resolved,Medium,Transaction Error
902618,2025-03-17 06:53:56,07278ac5-c59e-4c58-b1f4-21650b0a18da,Account Management System,Unable to log in to account management system with correct credentials,New,Low,Login Failure
301550,2025-03-24 19:57:56,b55ec6b7-a099-4f61-9126-b70c2e89d1cf,Mobile Banking App,Cannot upload documents for loan application,New,Low,App Performance
684055,2025-03-22 01:30:56,e5cba6d9-da12-40b1-a0d7-9e44b0f5e2e0,Loan Application System,Payment failed but money was deducted from my account,New,High,Transaction Error
315541,2025-03-07 17:09:56,74bb0971-3e94-445c-84c9-b2131722a128,Account Management System,Suggestion to add spending analytics feature. Mind degree maintain including mother.,In Progress,Low,Feature Request
796846,2025-03-21 02:42:56,52ce1b01-5423-4a71-8804-366636f8f555,Account Management System,Unable to view my account balance and transactions,New,Medium,Account Access
344192,2025-03-03 12:41:56,66eaadd6-84f5-49f9-a7e7-1f9d4304cd75,Bill Payment Service,Transfer to external account stuck in 'processing' for 2 days,New,Medium,Transaction Error
332392,2025-03-26 03:33:56,eee87cf9-0bfd-4573-a2a3-dc420964fdf4,ATM Services,App crashes when trying to view transaction history. Million reflect similar hot story often personal.,New,Medium,App Performance
8690,2025-03-17 08:15:56,4dc8d2cc-b956-4317-8304-26e3fc61ec55,Mobile Banking App,Unable to view my account balance and transactions,New,High,Account Access
330696,2025-03-20 14:18:56,1bf3baec-eec5-4495-b683-1b7c997b864b,Investment Dashboard,Not receiving security alerts for login attempts. Development someone lead fall source save.,In Progress,Medium,Security Concern
329168,2025-03-10 19:22:56,d6471049-1075-4c83-878c-ef6dcc7fd5b7,Bill Payment Service,Incorrect interest calculation on my savings account,New,Medium,Data Discrepancy
868630,2025-03-08 17:51:56,e146f48a-6b05-45ab-8c02-cc5c1ca22f73,Web Portal,Scheduled payment not executed on time,New,Low,Transaction Error
632382,2025-03-06 08:21:56,cbc5170c-1534-41e9-987f-3d9599d50762,Investment Dashboard,Incorrect interest calculation on my savings account,In Progress,Medium,Data Discrepancy
714502,2025-03-24 15:55:56,1a652409-d2d8-4e5f-b397-47fa7e908b43,Bill Payment Service,Scheduled payment not executed on time,New,Low,Transaction Error
113426,2025-03-19 22:23:56,3e0cd5d2-0078-4a6f-87d5-f0df57ba1a4b,Bill Payment Service,Recent transactions not showing up in activity feed,New,Low,Data Discrepancy
419352,2025-03-03 01:43:56,cb34765e-6eed-4882-9f92-b3419c374de7,ATM Services,Duplicate transaction showing in my account history. Respond down week pass.,In Progress,Medium,Transaction Error
659274,2025-03-06 17:55:56,85542059-fa19-4435-bca4-c89a6c699065,Investment Dashboard,Statement shows transactions I didn't make. Benefit idea deal.,In Progress,Medium,Data Discrepancy
969670,2025-03-13 04:20:56,27dfc77b-56a7-4873-a806-4b1071b70a06,Mobile Banking App,Payment failed but money was deducted from my account. Light not choice most speech third listen.,In Progress,High,Transaction Error
690001,2025-03-27 07:09:56,b3cb3729-31d5-47f8-86be-6bcc42f494ca,Bill Payment Service,Concerned about the security of my banking data,New,Medium,Security Concern
266130,2025-03-23 08:26:56,0b436df1-12d3-4d83-8c1e-7c0691c809d3,Loan Application System,Duplicate transaction showing in my account history. Beautiful Mrs form this if fall.,New,Medium,Transaction Error
38573,2025-03-20 19:51:56,822ee0cd-ece4-4f42-8ef3-766be338eb2c,Account Management System,Biometric login not working on my device,In Progress,Medium,Login Failure
592163,2025-03-23 13:12:56,ada627bf-0688-4c15-9c52-78c08cd8ef36,Account Management System,Unable to log in to account management system with correct credentials,New,High,Login Failure
521709,2025-03-09 22:33:56,51514c1d-9f7f-4e83-9c40-4eda392d6810,ATM Services,Session keeps timing out too quickly while using the service. Pay either area month.,New,Low,Account Access
800119,2025-03-20 23:56:56,ce253ab0-be93-44a9-81b9-2b323e2d9e8c,Account Management System,Getting 'Your account has been temporarily suspended' message. You detail big necessary cold management.,In Progress,High,Account Access
782931,2025-03-13 13:00:56,798bb2dc-39cd-45cf-9ac5-d07fcfc3811e,Mobile Banking App,App crashes when trying to view transaction history. Camera life day point trade bad.,New,Low,App Performance
83506,2025-02-25 23:19:56,76bf4dcf-baff-4695-ab95-0b1391365e79,Loan Application System,Extremely slow loading times for all screens. Western amount free baby town group remain newspaper.,New,High,App Performance
263396,2025-03-02 17:36:56,32c624c7-3766-4d87-9e0f-5658d6588692,Credit Card Portal,Duplicate transaction showing in my account history,New,Low,Transaction Error
587720,2025-03-18 11:17:56,44d19e17-9d46-440d-808a-62b093954223,Web Portal,Statement shows transactions I didn't make. Score easy camera her item whatever.,New,Low,Data Discrepancy
190688,2025-03-01 13:09:56,cb292a5b-9ed5-4641-ae55-91178057c9e4,Bill Payment Service,Biometric login not working on my device. Machine pattern hand learn develop.,New,Medium,Login Failure
775372,2025-03-14 14:51:56,61d01e19-43e8-4046-aeed-14f19cd820d9,Credit Card Portal,Scheduled payment not executed on time. Minute her recent quickly left effect.,New,Medium,Transaction Error
514951,2025-02-26 17:35:56,4c42e491-ab65-4adc-9406-e04d7862ea63,Web Portal,Cannot reset password through the forgot password option. Newspaper doctor shake themselves speak.,In Progress,Low,Account Access
905135,2025-03-08 19:03:56,85209a19-8aa7-48ac-9baf-7eb67447d1a8,Investment Dashboard,Need dark mode for the mobile app,New,Low,Feature Request
944946,2025-03-14 01:26:56,430a08f3-2dff-4971-a37a-1f4d8d2f68e9,Mobile Banking App,Authentication fails every time I try to access my account,New,Medium,Login Failure
352361,2025-03-24 08:31:56,f6492457-bd4b-4a27-b992-9f30a89cb51f,Account Management System,Concerned about the security of my banking data. Well area beat five be by.,New,Low,Security Concern
130601,2025-02-26 03:40:56,89a56462-7790-4e40-a404-2e9a1f3bd481,ATM Services,Getting 'Invalid username or password' despite using correct details,New,Low,Login Failure
51824,2025-02-25 15:02:56,a730ffea-9326-493a-b2a7-486c1611f761,Account Management System,Authentication fails every time I try to access my account. Trial draw wonder food.,In Progress,Medium,Login Failure
345042,2025-03-05 10:23:56,9fe3cb47-b34d-4983-83ba-9ec6dbaeae74,ATM Services,Unable to log in to atm services with correct credentials. Cell back pass affect like.,In Progress,Low,Login Failure
976124,2025-03-18 16:35:56,cbbca585-ebe8-434f-a34c-9b57f8202aba,Investment Dashboard,Incorrect interest calculation on my savings account,New,Medium,Data Discrepancy
577239,2025-02-27 18:34:56,8918b615-ea85-4a7b-9895-dc711edebd0f,Investment Dashboard,Statement shows transactions I didn't make. Civil get stand network both message.,New,Low,Data Discrepancy
324748,2025-03-23 08:47:56,882d9116-afd7-49df-ad70-ff9d4d0a7152,Loan Application System,Payment failed but money was deducted from my account. Reason baby how treat reflect.,New,High,Transaction Error
869560,2025-02-24 16:13:56,dfa43162-863c-4fab-ac37-c626416c58fe,ATM Services,Concerned about the security of my banking data,Resolved,Low,Security Concern
534115,2025-03-06 05:55:56,fe7a5371-38e4-4df9-99e0-0cf0cbef5e48,Investment Dashboard,Getting 'Your account has been temporarily suspended' message,Resolved,Low,Account Access
462887,2025-02-25 18:43:56,ce1c9266-5ec6-4014-a7a7-bd3a9bbb0fa0,Web Portal,Payment failed but money was deducted from my account,New,High,Transaction Error
661919,2025-03-10 05:02:56,b24948c4-45e5-47a0-b61e-9d799f2d067b,Credit Card Portal,Incorrect interest calculation on my savings account,New,Medium,Data Discrepancy
566854,2025-02-27 20:28:56,8033c04e-eff4-4fca-a2b7-f96942486a40,Web Portal,Received suspicious email claiming to be from the bank,Resolved,Medium,Security Concern
983498,2025-03-23 20:00:56,c00f6da7-b155-40a1-b6ad-5d98d37e717f,ATM Services,Biometric login not working on my device,New,Medium,Login Failure
626150,2025-03-17 22:51:56,2b9be8ca-73ab-40e6-9c05-a6b613534f38,Credit Card Portal,Concerned about the security of my banking data,New,Medium,Security Concern
